Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary
Full Stack Web Engineer,Develop and maintain web applications using Microservices for client projects.,"microservices, node.js, python",£56 - £62,Quy Nhon,CMC Global,Senior,Mobile Development,Full-Time,2024-06-22,56,62,2024-06,59.0
Full Stack Web Engineer,Integrate APIs and microservices using Spring Boot for web systems.,"aws, java, kubernetes, spring boot",£51 - £58,Hai Phong,Viettel Solutions,Senior,Web Development,Full-Time,2024-04-28,51,58,2024-04,54.5
Cybersecurity Analyst,Integrate APIs and microservices using Redux for web systems.,"aws, redux",£27 - £35,Ho Chi Minh City,VinAI,Entry-Level,Software Development,Full-Time,2024-01-06,27,35,2024-01,31.0
Java Developer,Create responsive front-end interfaces with Golang for modern web apps.,"golang, react, terraform",£54 - £63,Remote,Nexlify Vietnam,Senior,Software Development,Part-Time,2024-03-08,54,63,2024-03,58.5
Cybersecurity Analyst,Develop and maintain web applications using Spring Boot for client projects.,"aws, java, redux, spring boot",£35 - £41,Hanoi,TMA Solutions,Mid-Level,Software Development,Full-Time,2024-11-07,35,41,2024-11,38.0
Web App Developer,Optimize Java-based web applications with Kubernetes for performance.,"golang, kubernetes",£39 - £45,Ho Chi Minh City,TMA Solutions,Mid-Level,Data Science,Full-Time,2024-12-13,39,45,2024-12,42.0
DevSecOps Engineer,Build full stack solutions using Kubernetes to enhance user experience.,"kubernetes, node.js, react, redux",£57 - £67,Hanoi,VNG,Senior,IT Infrastructure,Full-Time,2024-04-14,57,67,2024-04,62.0
AI Engineer,Lead development of web and full stack projects utilizing React.,"aws, java, python, react",£41 - £52,Hanoi,Viettel Solutions,Mid-Level,Cybersecurity,Part-Time,2024-01-03,41,52,2024-01,46.5
AI Engineer,Lead development of web and full stack projects utilizing Redux.,"microservices, node.js, redux",£42 - £56,Ho Chi Minh City,Techcombank IT,Mid-Level,Cloud Computing,Full-Time,2024-10-14,42,56,2024-10,49.0
Cloud Architect,Develop and maintain web applications using AWS for client projects.,"aws, azure, redux, spring boot",£30 - £37,Hai Phong,VinAI,Mid-Level,IT Infrastructure,Full-Time,2024-02-06,30,37,2024-02,33.5
AI Engineer,Develop and maintain web applications using Microservices for client projects.,"aws, microservices, node.js",£65 - £75,Hanoi,Nexlify Vietnam,Senior,Cloud Computing,Full-Time,2024-04-09,65,75,2024-04,70.0
DevSecOps Engineer,Build full stack solutions using Golang to enhance user experience.,"golang, java",£56 - £69,Hanoi,VNG,Senior,Web Development,Full-Time,2024-11-18,56,69,2024-11,62.5
Java Developer,Build full stack solutions using Python to enhance user experience.,"azure, python",£25 - £34,Ho Chi Minh City,Shopee Vietnam,Entry-Level,IT Infrastructure,Contract-Type,2024-09-25,25,34,2024-09,29.5
Java Developer,Create responsive front-end interfaces with Python for modern web apps.,"golang, java, python, terraform",£57 - £70,Remote,Haravan,Senior,Data Science,Full-Time,2024-05-28,57,70,2024-05,63.5
AI Engineer,Create responsive front-end interfaces with Microservices for modern web apps.,"microservices, spring boot",£42 - £54,Ho Chi Minh City,Techcombank IT,Mid-Level,Mobile Development,Full-Time,2024-05-01,42,54,2024-05,48.0
Cloud Architect,Integrate APIs and microservices using Kubernetes for web systems.,"kubernetes, microservices, python, redux",£58 - £66,Ho Chi Minh City,Nexlify Vietnam,Senior,Mobile Development,Full-Time,2024-08-02,58,66,2024-08,62.0
Full Stack Web Engineer,Optimize Java-based web applications with React for performance.,"node.js, python, react",£20 - £29,Da Nang,VNG,Entry-Level,IT Infrastructure,Full-Time,2024-12-20,20,29,2024-12,24.5
Full Stack Web Engineer,Build full stack solutions using Java to enhance user experience.,"golang, java, python",£32 - £41,Ho Chi Minh City,Viettel Solutions,Mid-Level,Web Development,Full-Time,2024-11-01,32,41,2024-11,36.5
IoT Specialist,Design scalable backend systems with Spring Boot to support web platforms.,"golang, spring boot",£20 - £27,Ho Chi Minh City,Nexlify Vietnam,Entry-Level,Web Development,Full-Time,2024-08-25,20,27,2024-08,23.5
Cloud Architect,Build full stack solutions using Azure to enhance user experience.,"azure, spring boot, terraform",£27 - £32,Remote,VNG,Mid-Level,IT Infrastructure,Contract-Type,2024-07-06,27,32,2024-07,29.5
DevSecOps Engineer,Build full stack solutions using Redux to enhance user experience.,"azure, python, redux, terraform",£37 - £47,Nha Trang,CMC Global,Mid-Level,Web Development,Full-Time,2024-07-13,37,47,2024-07,42.0
IoT Specialist,Lead development of web and full stack projects utilizing React.,"java, python, react, terraform",£30 - £40,Hanoi,CMC Global,Entry-Level,Cloud Computing,Contract-Type,2024-01-08,30,40,2024-01,35.0
Web App Developer,Build full stack solutions using Terraform to enhance user experience.,"kubernetes, terraform",£40 - £48,Hanoi,Zalo,Mid-Level,Cybersecurity,Contract-Type,2024-05-26,40,48,2024-05,44.0
Cloud Architect,Lead development of web and full stack projects utilizing Node.js.,"golang, java, microservices, node.js",£17 - £30,Remote,Tiki,Entry-Level,Artificial Intelligence,Full-Time,2024-04-16,17,30,2024-04,23.5
Cloud Architect,Lead development of web and full stack projects utilizing React.,"azure, golang, react",£40 - £47,Ho Chi Minh City,Viettel Solutions,Mid-Level,Software Development,Contract-Type,2024-04-27,40,47,2024-04,43.5
Java Developer,Lead development of web and full stack projects utilizing Redux.,"aws, kubernetes, redux",£58 - £68,Ho Chi Minh City,Axon Active,Senior,Cloud Computing,Full-Time,2024-07-13,58,68,2024-07,63.0
Java Developer,Design scalable backend systems with Java to support web platforms.,"java, node.js, python",£25 - £39,Ho Chi Minh City,Tiki,Entry-Level,Data Science,Contract-Type,2024-05-10,25,39,2024-05,32.0
Cybersecurity Analyst,Optimize Java-based web applications with Golang for performance.,"golang, kubernetes, terraform",£64 - £74,Ho Chi Minh City,VNG,Senior,Software Development,Part-Time,2024-03-10,64,74,2024-03,69.0
Web App Developer,Create responsive front-end interfaces with Python for modern web apps.,"java, python",£39 - £47,Hanoi,Viettel Solutions,Mid-Level,Cloud Computing,Full-Time,2024-05-11,39,47,2024-05,43.0
AI Engineer,Optimize Java-based web applications with Golang for performance.,"golang, redux",£30 - £35,Ho Chi Minh City,Lazada Vietnam,Entry-Level,IT Infrastructure,Contract-Type,2024-03-14,30,35,2024-03,32.5
AI Engineer,Lead development of web and full stack projects utilizing Spring Boot.,"react, redux, spring boot",£26 - £32,Hanoi,Grab Vietnam,Entry-Level,Mobile Development,Full-Time,2024-09-17,26,32,2024-09,29.0
DevSecOps Engineer,Lead development of web and full stack projects utilizing Kubernetes.,"kubernetes, node.js",£51 - £62,Da Nang,Zalo,Senior,Mobile Development,Full-Time,2024-03-20,51,62,2024-03,56.5
IoT Specialist,Design scalable backend systems with Kubernetes to support web platforms.,"azure, kubernetes, python, spring boot",£60 - £71,Hai Phong,Grab Vietnam,Senior,Cloud Computing,Full-Time,2024-05-25,60,71,2024-05,65.5
AI Engineer,Design scalable backend systems with Golang to support web platforms.,"golang, java, node.js, python",£58 - £71,Ho Chi Minh City,Zalo,Senior,Software Development,Full-Time,2024-05-06,58,71,2024-05,64.5
Web App Developer,Design scalable backend systems with Spring Boot to support web platforms.,"golang, spring boot",£26 - £39,Hanoi,Nexlify Vietnam,Entry-Level,IT Infrastructure,Full-Time,2024-05-12,26,39,2024-05,32.5
DevSecOps Engineer,Develop and maintain web applications using Node.js for client projects.,"node.js, python, react",£53 - £62,Remote,Viettel Solutions,Senior,Software Development,Full-Time,2024-02-12,53,62,2024-02,57.5
Web App Developer,Create responsive front-end interfaces with Python for modern web apps.,"python, redux, terraform",£37 - £47,Hanoi,Grab Vietnam,Mid-Level,Mobile Development,Contract-Type,2024-03-18,37,47,2024-03,42.0
Cloud Architect,Build full stack solutions using Kubernetes to enhance user experience.,"java, kubernetes",£33 - £40,Remote,VinAI,Mid-Level,Web Development,Full-Time,2024-03-04,33,40,2024-03,36.5
IoT Specialist,Design scalable backend systems with Node.js to support web platforms.,"kubernetes, microservices, node.js",£32 - £40,Hanoi,Grab Vietnam,Mid-Level,IT Infrastructure,Full-Time,2024-10-17,32,40,2024-10,36.0
Cloud Architect,Optimize Java-based web applications with Redux for performance.,"aws, node.js, redux, spring boot",£41 - £55,Hanoi,CMC Global,Mid-Level,Artificial Intelligence,Full-Time,2024-10-23,41,55,2024-10,48.0
IoT Specialist,Develop and maintain web applications using AWS for client projects.,"aws, golang",£25 - £31,Da Nang,Tiki,Entry-Level,Artificial Intelligence,Full-Time,2024-08-11,25,31,2024-08,28.0
Java Developer,Develop and maintain web applications using Terraform for client projects.,"kubernetes, terraform",£25 - £36,Da Nang,CMC Global,Entry-Level,Software Development,Full-Time,2024-03-26,25,36,2024-03,30.5
Web App Developer,Integrate APIs and microservices using Golang for web systems.,"aws, azure, golang",£57 - £67,Ho Chi Minh City,CMC Global,Senior,Web Development,Full-Time,2024-03-19,57,67,2024-03,62.0
Java Developer,Build full stack solutions using Node.js to enhance user experience.,"golang, node.js",£65 - £71,Ho Chi Minh City,Haravan,Senior,Cybersecurity,Full-Time,2024-07-22,65,71,2024-07,68.0
AI Engineer,Create responsive front-end interfaces with Node.js for modern web apps.,"node.js, react",£23 - £37,Hanoi,Haravan,Entry-Level,IT Infrastructure,Full-Time,2024-09-03,23,37,2024-09,30.0
Full Stack Web Engineer,Optimize Java-based web applications with Node.js for performance.,"kubernetes, node.js, react, spring boot",£64 - £73,Ho Chi Minh City,Grab Vietnam,Senior,Artificial Intelligence,Full-Time,2024-11-11,64,73,2024-11,68.5
Web App Developer,Optimize Java-based web applications with Kubernetes for performance.,"azure, java, kubernetes",£41 - £52,Hanoi,Haravan,Mid-Level,Web Development,Full-Time,2024-12-26,41,52,2024-12,46.5
DevSecOps Engineer,Build full stack solutions using Redux to enhance user experience.,"azure, redux",£16 - £28,Hai Phong,Tiki,Entry-Level,Software Development,Full-Time,2024-09-18,16,28,2024-09,22.0
Java Developer,Lead development of web and full stack projects utilizing Azure.,"azure, terraform",£34 - £41,Hanoi,VNG,Mid-Level,Cloud Computing,Full-Time,2024-06-11,34,41,2024-06,37.5
Java Developer,Build full stack solutions using Microservices to enhance user experience.,"microservices, react, spring boot",£20 - £31,Ho Chi Minh City,Tiki,Entry-Level,IT Infrastructure,Full-Time,2024-01-31,20,31,2024-01,25.5
Web App Developer,Design scalable backend systems with Redux to support web platforms.,"golang, java, redux",£53 - £60,Remote,KMS Technology,Senior,Web Development,Full-Time,2024-08-25,53,60,2024-08,56.5
IoT Specialist,Develop and maintain web applications using Kubernetes for client projects.,"azure, kubernetes, spring boot",£22 - £37,Da Nang,NashTech,Entry-Level,Cloud Computing,Contract-Type,2024-04-11,22,37,2024-04,29.5
Full Stack Web Engineer,Build full stack solutions using Microservices to enhance user experience.,"microservices, python, redux",£16 - £23,Da Nang,Viettel Solutions,Entry-Level,Cybersecurity,Full-Time,2024-12-04,16,23,2024-12,19.5
Java Developer,Lead development of web and full stack projects utilizing Azure.,"aws, azure, spring boot",£57 - £67,Hai Phong,Haravan,Senior,IT Infrastructure,Part-Time,2024-08-02,57,67,2024-08,62.0
IoT Specialist,Design scalable backend systems with React to support web platforms.,"azure, kubernetes, react",£37 - £51,Hanoi,Nexlify Vietnam,Mid-Level,Software Development,Part-Time,2024-11-19,37,51,2024-11,44.0
Cloud Architect,Build full stack solutions using Microservices to enhance user experience.,"microservices, spring boot, terraform",£53 - £59,Da Nang,Viettel Solutions,Senior,Mobile Development,Contract-Type,2024-11-19,53,59,2024-11,56.0
IoT Specialist,Create responsive front-end interfaces with AWS for modern web apps.,"aws, azure",£50 - £63,Quy Nhon,Zalo,Senior,Software Development,Part-Time,2024-03-26,50,63,2024-03,56.5
Web App Developer,Integrate APIs and microservices using Java for web systems.,"java, terraform",£61 - £71,Hanoi,VinAI,Senior,Software Development,Contract-Type,2024-05-13,61,71,2024-05,66.0
AI Engineer,Create responsive front-end interfaces with Java for modern web apps.,"java, terraform",£56 - £67,Remote,VNG,Senior,Web Development,Full-Time,2024-12-01,56,67,2024-12,61.5
DevSecOps Engineer,Develop and maintain web applications using Terraform for client projects.,"aws, kubernetes, spring boot, terraform",£57 - £64,Ho Chi Minh City,NashTech,Senior,Artificial Intelligence,Full-Time,2024-05-26,57,64,2024-05,60.5
Cybersecurity Analyst,Integrate APIs and microservices using Terraform for web systems.,"java, node.js, terraform",£21 - £35,Da Nang,Lazada Vietnam,Entry-Level,Mobile Development,Full-Time,2024-08-03,21,35,2024-08,28.0
AI Engineer,Design scalable backend systems with Golang to support web platforms.,"golang, kubernetes, react",£39 - £45,Hanoi,Axon Active,Mid-Level,Software Development,Contract-Type,2024-04-21,39,45,2024-04,42.0
Web App Developer,Design scalable backend systems with Redux to support web platforms.,"aws, redux",£16 - £25,Da Nang,Grab Vietnam,Entry-Level,Cloud Computing,Full-Time,2024-12-11,16,25,2024-12,20.5
Full Stack Web Engineer,Build full stack solutions using Microservices to enhance user experience.,"azure, java, microservices, react",£37 - £48,Hue,Shopee Vietnam,Mid-Level,Software Development,Contract-Type,2024-04-29,37,48,2024-04,42.5
AI Engineer,Optimize Java-based web applications with Azure for performance.,"azure, react",£36 - £50,Ho Chi Minh City,Techcombank IT,Mid-Level,Mobile Development,Contract-Type,2024-03-12,36,50,2024-03,43.0
Full Stack Web Engineer,Optimize Java-based web applications with Azure for performance.,"azure, microservices, python, react",£55 - £63,Hanoi,VNG,Senior,Mobile Development,Full-Time,2024-06-09,55,63,2024-06,59.0
Full Stack Web Engineer,Lead development of web and full stack projects utilizing Spring Boot.,"microservices, node.js, spring boot",£32 - £40,Ho Chi Minh City,Lazada Vietnam,Mid-Level,Cloud Computing,Full-Time,2024-08-30,32,40,2024-08,36.0
DevSecOps Engineer,Design scalable backend systems with Redux to support web platforms.,"java, redux",£37 - £48,Hanoi,Shopee Vietnam,Mid-Level,Cybersecurity,Full-Time,2024-10-16,37,48,2024-10,42.5
AI Engineer,Develop and maintain web applications using Python for client projects.,"microservices, python, react",£32 - £37,Ho Chi Minh City,KMS Technology,Mid-Level,IT Infrastructure,Part-Time,2024-04-07,32,37,2024-04,34.5
IoT Specialist,Create responsive front-end interfaces with Golang for modern web apps.,"golang, kubernetes",£39 - £47,Hanoi,Grab Vietnam,Mid-Level,Mobile Development,Full-Time,2024-05-23,39,47,2024-05,43.0
Cybersecurity Analyst,Integrate APIs and microservices using Golang for web systems.,"azure, golang, react",£37 - £48,Da Nang,Shopee Vietnam,Mid-Level,Cybersecurity,Full-Time,2024-05-14,37,48,2024-05,42.5
Web App Developer,Lead development of web and full stack projects utilizing Spring Boot.,"react, redux, spring boot",£32 - £37,Remote,VinAI,Mid-Level,Artificial Intelligence,Part-Time,2024-06-11,32,37,2024-06,34.5
Full Stack Web Engineer,Integrate APIs and microservices using Azure for web systems.,"azure, terraform",£37 - £43,Remote,Axon Active,Mid-Level,Cloud Computing,Full-Time,2024-11-24,37,43,2024-11,40.0
Full Stack Web Engineer,Integrate APIs and microservices using Node.js for web systems.,"microservices, node.js",£64 - £77,Hanoi,Shopee Vietnam,Senior,Software Development,Full-Time,2024-09-21,64,77,2024-09,70.5
